Family,SubFamily,ObjectGroup,ObjectName,Assembly Code,Assembly Description,Description,Type Comments,Type Name,Structural Material,Material,Prediction
Structural Framing,PFC-Parallel Flange Channels1,PFC100x50x8.5,PFC-Parallel Flange Channels1 [8552470],B1020362,Steel Beams w/ Steel Joists,,,PFC100x50x8.5,Metal - Steel - 345 MPa,<By Category>,
Structural Framing,PFC-Parallel Flange Channels1,PFC100x50x8.5,PFC-Parallel Flange Channels1 [9301013],B1020362,Steel Beams w/ Steel Joists,,,PFC100x50x8.5,Metal - Steel - 345 MPa,<By Category>,
Structural Framing,UB-Universal Beams,SB4 UB457x191x74,UB-Universal Beams [9518828],B1020362,Steel Beams w/ Steel Joists,,Steel 43-275,SB4 UB457x191x74,Metal - Steel - 345 MPa,<By Category>,
Structural Framing,UB-Universal Beams,UB533x210x92,UB-Universal Beams [9520082],B1020362,Steel Beams w/ Steel Joists,,Steel 43-275,UB533x210x92,Metal - Steel - 345 MPa,<By Category>,
Columns,PD24x6,PD24x6,PD24x6 [6972839],,,,,PD24x6,,,
Columns,PD24x6,PD24x6,PD24x6 [7246447],,,,,PD24x6,,,
Columns,PLT10x225,PLT10x225,PLT10x225 [6972847],,,,,PLT10x225,,,
Columns,D1,D1,D1 [6972970],,,,,D1,,,
Columns,D1,D1,D1 [6973039],,,,,D1,,,
Columns,Ø50x3.2,Ø50x3.2,Ø50x3.2 [6972977],,,,,Ø50x3.2,,,
Columns,Ø50x3.2,Ø50x3.2,Ø50x3.2 [6972978],,,,,Ø50x3.2,,,
Columns,D12,D12,D12 [6973846],,,,,D12,,,
Columns,SHS 75X75,SHS 75X75,SHS 75X75 [7958067],,,,,SHS 75X75,,,
Columns,Columns 1,Columns 1,Columns 1 [7960152],,,,,Columns 1,,,
Columns,Columns 2,Columns 1,Columns 2 [7960324],,,,,Columns 1,,,
Columns,SHS 75X9,SHS 75X75,SHS 75X9 [7960448],,,,,SHS 75X75,,,
Columns,Columns 3,Columns 1,Columns 3 [8548871],,,,,Columns 1,,,
Columns,Columns 8,Columns 4,Columns 8 [8556404],,,,,Columns 4,,,
Columns,Columns 9,Columns 4,Columns 9 [8556420],,,,,Columns 4,,,
Columns,Columns 11,Columns 4,Columns 11 [8556454],,,,,Columns 4,,,
Columns,Columns 12,Columns 4,Columns 12 [8557490],,,,,Columns 4,,,
Columns,Columns 13,Columns 4,Columns 13 [8557506],,,,,Columns 4,,,
Columns,Columns 14,Columns 4,Columns 14 [8557523],,,,,Columns 4,,,
Columns,Columns 15,Columns 4,Columns 15 [8557540],,,,,Columns 4,,,
Columns,Columns 16,Columns 4,Columns 16 [8557642],,,,,Columns 4,,,
Columns,Columns 17,Columns 4,Columns 17 [8557658],,,,,Columns 4,,,
Columns,Columns 18,Columns 4,Columns 18 [8557675],,,,,Columns 4,,,
Columns,Columns 19,Columns 4,Columns 19 [8557692],,,,,Columns 4,,,
Columns,Columns 20,Columns 20,Columns 20 [8558484],,,,,Columns 20,,,
Structural Foundations,,,FOOTING [6973941],,,,,,,,
Structural Foundations,,,FOOTING [6973942],,,,,,,,
Structural Foundations,,,FOOTING [7246464],,,,,,,,
Structural Foundations,,,FOOTING [7246465],,,,,,,,
Parking,FAA_Pedestrian_Crossing,FAA_Pedestrian_Crossing,FAA_Pedestrian_Crossing [7503245],,,,,FAA_Pedestrian_Crossing,,<By Category>,
Electrical Equipment,,,ELV Server Rack [8081479],,,,,,,,
Electrical Equipment,,,Distribution Board [8802938],,,,,,,,
Electrical Equipment,,,Distribution Board [8803812],,,,,,,,
Electrical Equipment,water heater,IS  35 E - 2 white,water heater [8962486],,,,,IS  35 E - 2 white,,,
Electrical Fixtures,,,GATE CONTROL BUTTOM [8116778],,,,,,,,
Electrical Fixtures,,,ArupSG_Isolator [8133463],,,,,,,,
Electrical Fixtures,,,ArupSG_Isolator [8391890],,,,,,,,
Electrical Fixtures,,,ArupSG_Isolator [8422336],,,,,,,,
Electrical Fixtures,Lightning Early Warning System,Lightning Early Warning System,Lightning Early Warning System [8889043],80HP9800113,,WIRELESS OUTDOOR BELL BOX,,Lightning Early Warning System,,,
Electrical Fixtures,,,2 x 13A SWITCH SOCKET OUTLET [8892968],,,,,,,,
Pipes,,,Pipe Types [8254590],,,,,,,,
Pipes,,,Pipe Types [8254591],,,,,,,,
Pipes,,,Pipe Types [8260511],,,,,,,,
Pipes,,,Pipe Types [8260512],,,,,,,,
Pipes,,,Pipe Types [8281346],,,,,,,,
Pipes,,,Pipe Types [8281347],,,,,,,,
Pipes,,,Pipe Types [8281383],,,,,,,,
Pipes,,,Pipe Types [8281384],,,,,,,,
Pipes,,,Pipe Types [8260534],,,,,,,,
Pipes,,,Pipe Types [8260535],,,,,,,,
Pipes,,,Pipe Types [8267577],,,,,,,,
Pipes,,,Pipe Types [8267578],,,,,,,,
Pipes,,,Pipe Types [8281469],,,,,,,,
Pipes,,,Pipe Types [8281470],,,,,,,,
Pipes,,,Pipe Types [8281479],,,,,,,,
Pipes,,,Pipe Types [8281480],,,,,,,,
Pipes,,,Pipe Types [8568913],,,,,,,,
Pipes,,,Pipe Types [8568914],,,,,,,,
Pipe Fittings,M_Bend - PVC - Sch 40 - DWV,Standard,M_Bend - PVC - Sch 40 - DWV [8260523],,,,,Standard,,<By Category>,
Pipe Fittings,M_Bend - PVC - Sch 40 - DWV,Standard,M_Bend - PVC - Sch 40 - DWV [8260524],,,,,,,<By Category>,
Pipe Fittings,M_Bend - PVC - Sch 40 - DWV,Standard,M_Bend - PVC - Sch 40 - DWV [8281393],,,,,Standard,,<By Category>,
Pipe Fittings,M_Bend - PVC - Sch 40 - DWV,Standard,M_Bend - PVC - Sch 40 - DWV [8281394],,,,,,,<By Category>,
Pipe Fittings,Arup_Pipe Fitting Elbow_Stainless Steel Press Fit,Generic,Arup_Pipe Fitting Elbow_Stainless Steel Press Fit [8267585],,,,,Generic,,<By Category>,
Pipe Fittings,Arup_Pipe Fitting Elbow_Stainless Steel Press Fit,Generic,Arup_Pipe Fitting Elbow_Stainless Steel Press Fit [8267586],,,,,,,<By Category>,
Pipe Fittings,Arup_Pipe Fitting Elbow_Stainless Steel Press Fit,Generic,Arup_Pipe Fitting Elbow_Stainless Steel Press Fit [8281487],,,,,Generic,,<By Category>,
Pipe Fittings,Arup_Pipe Fitting Elbow_Stainless Steel Press Fit,Generic,Arup_Pipe Fitting Elbow_Stainless Steel Press Fit [8281488],,,,,,,<By Category>,
Structural Columns,Concrete-Round-Column,323.9,Concrete-Round-Column [8406466],B10,Superstructure,,,323.9,000-825 Metal Aluminium 001,,
Structural Columns,Concrete-Round-Column,323.9,Concrete-Round-Column [8406861],B10,Superstructure,,,323.9,000-825 Metal Aluminium 001,,
Structural Columns,Concrete-Round-Column,323.9,Concrete-Round-Column [8406889],B10,Superstructure,,,323.9,000-825 Metal Aluminium 001,,
Structural Columns,Concrete-Round-Column,273,Concrete-Round-Column [8406931],B10,Superstructure,,,273,000-825 Metal Aluminium 001,,
Structural Columns,Concrete-Round-Column,273,Concrete-Round-Column [8407031],B10,Superstructure,,,273,000-825 Metal Aluminium 001,,
Structural Columns,Concrete-Round-Column,273,Concrete-Round-Column [8407054],B10,Superstructure,,,273,000-825 Metal Aluminium 001,,
Structural Columns,Concrete-Round-Column,273,Concrete-Round-Column [8407108],B10,Superstructure,,,273,PEBBLES,,
Structural Columns,Concrete-Round-Column,273,Concrete-Round-Column [8407138],B10,Superstructure,,,273,000-825 Metal Aluminium 001,,
Structural Columns,Concrete-Round-Column,273,Concrete-Round-Column [8407172],B10,Superstructure,,,273,000-825 Metal Aluminium 001,,
Structural Columns,Concrete-Round-Column,273,Concrete-Round-Column [8407396],B10,Superstructure,,,273,"Concrete, Cast-in-Place gray",,
Structural Columns,Concrete-Round-Column,273,Concrete-Round-Column [8407529],B10,Superstructure,,,273,"Concrete, Cast-in-Place gray",,
Structural Columns,Concrete-Round-Column,273,Concrete-Round-Column [8407575],B10,Superstructure,,,273,"Concrete, Cast-in-Place gray",,
Structural Columns,Concrete-Round-Column,273,Concrete-Round-Column [8407577],B10,Superstructure,,,273,"Concrete, Cast-in-Place gray",,
Structural Columns,Concrete-Round-Column,273,Concrete-Round-Column [8407579],B10,Superstructure,,,273,"Concrete, Cast-in-Place gray",,
Structural Columns,Circular Hollow Sections-Column,CHS273x16,Circular Hollow Sections-Column [8407430],B1010250,Columns - Steel,,Steel 50-355,CHS273x16,Metal - Steel 50-355,,
Structural Columns,Circular Hollow Sections-Column,CHS273x16,Circular Hollow Sections-Column [8407432],B1010250,Columns - Steel,,Steel 50-355,CHS273x16,Metal - Steel 50-355,,
Structural Columns,Circular Hollow Sections-Column,CHS273x16,Circular Hollow Sections-Column [8407434],B1010250,Columns - Steel,,Steel 50-355,CHS273x16,Metal - Steel 50-355,,
Data Devices,,,Data outlet [8892967],,,,,,,,
Site,Removable Barrier,Removable Barrier,Removable Barrier [9092412],G2040100,Fences & Gates,REMOVABLE BARRIER,MCR13,Removable Barrier,,"Paint - White,Steel",
Site,Removable Barrier,Removable Barrier,Removable Barrier [9093273],G2040100,Fences & Gates,REMOVABLE BARRIER,MCR13,Removable Barrier,,"Paint - White,Steel",
Site,Removable Barrier,Removable Barrier,Removable Barrier [9093287],G2040100,Fences & Gates,REMOVABLE BARRIER,MCR13,Removable Barrier,,"Paint - White,Steel",
Site,Removable Barrier,Removable Barrier,Removable Barrier [9093288],G2040100,Fences & Gates,REMOVABLE BARRIER,MCR13,Removable Barrier,,"Paint - White,Steel",
Site,Site 1,Site 1,Site 1 [9923107],E2010500,Fixed Multiple Seating,CONCRETE STUMP,MCR13,Site 1,,Masonry - Concrete Blocks,
Site,Site 2,Site 2,Site 2 [9924104],,,BALAU WOOD OUTDOOR BENCH,MCR13,Site 2,,WOOD,
Site,Site 3,Site 2,Site 3 [9924465],,,BALAU WOOD OUTDOOR BENCH,MCR13,Site 2,,WOOD,
