"Family","SubFamily","ObjectGroup","ObjectName","ObjectID","Assembly Code","Assembly Description","Description","Type Comments","Type Name","Structural Material","Material"
"Electrical Equipment","ACM_ELEC_DB","DB-SS","ACM_ELEC_DB","[3315249]","","","","","DB-SS","",""
"Cable Trays","","","Cable Tray with Fittings","[3801013]","","","","","","","",""
"Cable Trays","","","Cable Tray with Fittings","[3801041]","","","","","","","",""
"Cable Trays","","","Cable Tray with Fittings","[3801096]","","","","","","","",""
"Cable Trays","","","Cable Tray with Fittings","[3801133]","","","","","","","",""
"Cable Trays","","","Cable Tray with Fittings","[3801167]","","","","","","","",""
"Cable Trays","","","Cable Tray with Fittings","[3803833]","","","","","","","",""
"Cable Trays","","","Cable Tray with Fittings","[3803937]","","","","","","","",""
"Cable Trays","","","Cable Tray with Fittings","[3804002]","","","","","","","",""
"Cable Trays","","","Cable Tray with Fittings","[3840659]","","","","","","","",""
"Cable Trays","","","Cable Tray with Fittings","[3840736]","","","","","","","",""
"Cable Trays","","","Cable Tray with Fittings","[3840814]","","","","","","","",""
"Cable Trays","","","Cable Tray with Fittings","[3840868]","","","","","","","",""
"Cable Trays","","","Cable Tray with Fittings","[3840963]","","","","","","","",""
"Cable Trays","","","Cable Tray with Fittings","[3841022]","","","","","","","",""
"Cable Trays","","","Cable Tray with Fittings","[3841241]","","","","","","","",""
"Cable Trays","","","Cable Tray with Fittings","[3841410]","","","","","","","",""
"Cable Trays","","","Cable Tray with Fittings","[3841432]","","","","","","","",""
"Cable Trays","","","Cable Tray with Fittings","[3841632]","","","","","","","",""
"Cable Trays","","","Cable Tray with Fittings","[3841751]","","","","","","","",""
"Cable Trays","","","Cable Tray with Fittings","[3841772]","","","","","","","",""
"Cable Trays","","","Cable Tray with Fittings","[3841808]","","","","","","","",""
"Cable Trays","","","Cable Tray with Fittings","[3841832]","","","","","","","",""
"Cable Trays","","","Cable Tray with Fittings","[3841841]","","","","","","","",""
"Cable Trays","","","Cable Tray with Fittings","[3841854]","","","","","","","",""
"Cable Trays","","","Cable Tray with Fittings","[3851629]","","","","","","","",""
"Cable Trays","","","Cable Tray with Fittings","[3851985]","","","","","","","",""
"Cable Trays","","","Cable Tray with Fittings","[4016915]","","","","","","","",""
"Cable Trays","","","Cable Tray with Fittings","[4364063]","","","","","","","",""
"Cable Trays","","","Cable Tray with Fittings","[4364422]","","","","","","","",""
"Cable Trays","","","Cable Tray with Fittings","[4364882]","","","","","","","",""
"Cable Trays","","","Cable Tray with Fittings","[4447867]","","","","","","","",""
"Cable Trays","","","Cable Tray with Fittings","[4483218]","","","","","","","",""
"Cable Trays","","","Cable Tray with Fittings","[4483232]","","","","","","","",""
"Cable Tray Fittings","","","Cable Tray Horizontal Bend","[3562838]","","","","","","","",""
"Cable Tray Fittings","","","Cable Tray Horizontal Bend","[3562841]","","","","","","","",""
"Cable Tray Fittings","","","Cable Tray Horizontal Bend","[3562852]","","","","","","","",""
"Cable Tray Fittings","","","Cable Tray Horizontal Bend","[3562856]","","","","","","","",""
"Cable Tray Fittings","","","Cable Tray Horizontal Bend","[3562857]","","","","","","","",""
"Cable Tray Fittings","","","Cable Tray Horizontal Bend","[3562858]","","","","","","","",""
"Cable Tray Fittings","","","Cable Tray Horizontal Bend","[3562859]","","","","","","","",""
"Cable Tray Fittings","","","Cable Tray Horizontal Bend","[3562860]","","","","","","","",""
"Cable Tray Fittings","","","Cable Tray Horizontal Bend","[3562861]","","","","","","","",""
"Cable Tray Fittings","","","Cable Tray Horizontal Bend","[3562862]","","","","","","","",""
"Cable Tray Fittings","","","Cable Tray Horizontal Bend","[3562863]","","","","","","","",""
"Cable Tray Fittings","","","Cable Tray Horizontal Bend","[3562867]","","","","","","","",""
"Cable Tray Fittings","","","Cable Tray Horizontal Bend","[3562868]","","","","","","","",""
"Cable Tray Fittings","","","Cable Tray Horizontal Bend","[3562869]","","","","","","","",""
"Cable Tray Fittings","","","Cable Tray Horizontal Bend","[3562870]","","","","","","","",""
"Cable Tray Fittings","","","Cable Tray Horizontal Bend","[3562879]","","","","","","","",""
"Cable Tray Fittings","","","Cable Tray Horizontal Bend","[3562880]","","","","","","","",""
"Cable Tray Fittings","","","Cable Tray Horizontal Bend","[3562881]","","","","","","","",""
"Cable Tray Fittings","","","Cable Tray Horizontal Bend","[3562896]","","","","","","","",""
"Cable Tray Fittings","","","Cable Tray Horizontal Bend","[3562926]","","","","","","","",""
"Cable Tray Fittings","","","Cable Tray Horizontal Bend","[3562928]","","","","","","","",""
"Cable Tray Fittings","","","Cable Tray Horizontal Bend","[3562933]","","","","","","","",""
"Cable Tray Fittings","","","Cable Tray Horizontal Bend","[3562938]","","","","","","","",""
"Cable Tray Fittings","","","Cable Tray Horizontal Bend","[3562942]","","","","","","","",""
"Cable Tray Fittings","","","Cable Tray Horizontal Bend","[3562947]","","","","","","","",""
"Cable Tray Fittings","","","Cable Tray Horizontal Bend","[3562948]","","","","","","","",""
"Cable Tray Fittings","","","Cable Tray Horizontal Bend","[3562949]","","","","","","","",""
"Cable Tray Fittings","","","Cable Tray Horizontal Bend","[3562961]","","","","","","","",""
"Cable Tray Fittings","","","Cable Tray Horizontal Bend","[3562986]","","","","","","","",""
"Cable Tray Fittings","","","Cable Tray Horizontal Bend","[3568019]","","","","","","","",""
"Cable Tray Fittings","","","Cable Tray Horizontal Bend","[3568461]","","","","","","","",""
"Cable Tray Fittings","","","Cable Tray Horizontal Bend","[3568520]","","","","","","","",""
"Cable Tray Fittings","","","Cable Tray Horizontal Bend","[3570033]","","","","","","","",""
"Cable Tray Fittings","","","Cable Tray Horizontal Bend","[3570388]","","","","","","","",""
"Cable Tray Fittings","","","Cable Tray Horizontal Bend","[3573340]","","","","","","","",""
"Cable Tray Fittings","","","Cable Tray Horizontal Bend","[3744199]","","","","","","","",""
"Cable Tray Fittings","","","Cable Tray Horizontal Bend","[3744215]","","","","","","","",""
"Cable Tray Fittings","","","Cable Tray Horizontal Bend","[3744747]","","","","","","","",""
"Cable Tray Fittings","","","Cable Tray Horizontal Bend","[3744775]","","","","","","","",""
"Cable Tray Fittings","","","Cable Tray Horizontal Bend","[3744799]","","","","","","","",""
"Cable Tray Fittings","","","Cable Tray Horizontal Bend","[3745496]","","","","","","","",""
"Cable Tray Fittings","","","Cable Tray Horizontal Bend","[3745551]","","","","","","","",""
"Cable Tray Fittings","","","Cable Tray Horizontal Bend","[3745638]","","","","","","","",""
"Cable Tray Fittings","","","Cable Tray Horizontal Bend","[3745642]","","","","","","","",""
"Cable Tray Fittings","","","Cable Tray Horizontal Bend","[3745643]","","","","","","","",""
"Cable Tray Fittings","","","Cable Tray Horizontal Bend","[3745644]","","","","","","","",""
"Cable Tray Fittings","","","Cable Tray Horizontal Bend","[3745726]","","","","","","","",""
"Cable Tray Fittings","","","Cable Tray Horizontal Bend","[3745728]","","","","","","","",""
"Cable Tray Fittings","","","Cable Tray Horizontal Bend","[3745731]","","","","","","","",""
"Cable Tray Fittings","","","Cable Tray Horizontal Bend","[3745833]","","","","","","","",""
"Cable Tray Fittings","","","Cable Tray Horizontal Bend","[3745835]","","","","","","","",""
"Cable Tray Fittings","","","Cable Tray Horizontal Bend","[3745836]","","","","","","","",""
"Cable Tray Fittings","","","Cable Tray Horizontal Bend","[3745869]","","","","","","","",""
"Cable Tray Fittings","","","Cable Tray Horizontal Bend","[3745873]","","","","","","","",""
"Cable Tray Fittings","","","Cable Tray Horizontal Bend","[3745874]","","","","","","","",""
"Cable Tray Fittings","","","Cable Tray Horizontal Bend","[3840742]","","","","","","","",""
"Cable Tray Fittings","","","Cable Tray Horizontal Bend","[3840944]","","","","","","","",""
"Cable Tray Fittings","","","Cable Tray Horizontal Bend","[3841308]","","","","","","","",""
"Cable Tray Fittings","","","Cable Tray Horizontal Bend","[3841938]","","","","","","","",""
"Cable Tray Fittings","","","Cable Tray Horizontal Bend","[3841951]","","","","","","","",""
"Cable Tray Fittings","","","Cable Tray Horizontal Bend","[3841952]","","","","","","","",""
"Cable Tray Fittings","","","Cable Tray Horizontal Bend","[3851607]","","","","","","","",""
"Cable Tray Fittings","","","Cable Tray Horizontal Bend","[3851994]","","","","","","","",""
"Cable Tray Fittings","","","Cable Tray Horizontal Bend","[4483237]","","","","","","","",""
"Cable Tray Fittings","","","Cable Tray Horizontal Bend","[4483240]","","","","","","","",""
"Cable Tray Fittings","","","Cable Tray Horizontal Bend","[4483244]","","","","","","","",""
"Cable Tray Fittings","","","Cable Tray Horizontal Tee","[3562783]","","","","","","","",""
"Cable Tray Fittings","","","Cable Tray Horizontal Tee","[3562905]","","","","","","","",""
"Cable Tray Fittings","","","Cable Tray Horizontal Tee","[3562907]","","","","","","","",""
"Cable Tray Fittings","","","Cable Tray Horizontal Tee","[3562924]","","","","","","","",""
"Cable Tray Fittings","","","Cable Tray Horizontal Tee","[3562950]","","","","","","","",""
"Cable Tray Fittings","","","Cable Tray Horizontal Tee","[3562973]","","","","","","","",""
"Cable Tray Fittings","","","Cable Tray Horizontal Tee","[3562974]","","","","","","","",""
"Cable Tray Fittings","","","Cable Tray Horizontal Tee","[3563008]","","","","","","","",""
"Cable Tray Fittings","","","Cable Tray Horizontal Tee","[3563023]","","","","","","","",""
"Cable Tray Fittings","","","Cable Tray Horizontal Tee","[3743969]","","","","","","","",""
"Cable Tray Fittings","","","Cable Tray Horizontal Tee","[3743979]","","","","","","","",""
"Cable Tray Fittings","","","Cable Tray Horizontal Tee","[4483231]","","","","","","","",""
"Cable Tray Fittings","","","Cable Tray Vertical Inside Bend","[3562815]","","","","","","","",""
"Cable Tray Fittings","","","Cable Tray Vertical Inside Bend","[3562818]","","","","","","","",""
"Cable Tray Fittings","","","Cable Tray Vertical Inside Bend","[3562989]","","","","","","","",""
"Cable Tray Fittings","","","Cable Tray Vertical Inside Bend","[3562997]","","","","","","","",""
"Cable Tray Fittings","","","Cable Tray Vertical Inside Bend","[3563007]","","","","","","","",""
"Cable Tray Fittings","","","Cable Tray Vertical Inside Bend","[3563032]","","","","","","","",""
"Cable Tray Fittings","","","Cable Tray Vertical Inside Bend","[3563036]","","","","","","","",""
"Cable Tray Fittings","","","Cable Tray Vertical Inside Bend","[3743763]","","","","","","","",""
"Cable Tray Fittings","","","Cable Tray Vertical Inside Bend","[3743792]","","","","","","","",""
"Cable Tray Fittings","","","Cable Tray Vertical Inside Bend","[3744282]","","","","","","","",""
"Cable Tray Fittings","","","Cable Tray Vertical Inside Bend","[3744327]","","","","","","","",""
"Cable Tray Fittings","","","Cable Tray Vertical Inside Bend","[3745185]","","","","","","","",""
"Cable Tray Fittings","","","Cable Tray Vertical Inside Bend","[3745522]","","","","","","","",""
"Cable Tray Fittings","","","Cable Tray Vertical Inside Bend","[3745639]","","","","","","","",""
"Cable Tray Fittings","","","Cable Tray Vertical Inside Bend","[3745646]","","","","","","","",""
"Cable Tray Fittings","","","Cable Tray Vertical Inside Bend","[3745838]","","","","","","","",""
"Cable Tray Fittings","","","Cable Tray Vertical Inside Bend","[3746279]","","","","","","","",""
"Cable Tray Fittings","","","Cable Tray Vertical Inside Bend","[3840656]","","","","","","","",""
"Cable Tray Fittings","","","Cable Tray Vertical Inside Bend","[3841208]","","","","","","","",""
"Cable Tray Fittings","","","Cable Tray Vertical Inside Bend","[3841306]","","","","","","","",""
"Cable Tray Fittings","","","Cable Tray Vertical Inside Bend","[3841660]","","","","","","","",""
"Cable Tray Fittings","","","Cable Tray Vertical Inside Bend","[3841864]","","","","","","","",""
"Cable Tray Fittings","","","Cable Tray Vertical Inside Bend","[3851605]","","","","","","","",""
"Cable Tray Fittings","","","Cable Tray Vertical Inside Bend","[3851645]","","","","","","","",""
"Cable Tray Fittings","","","Cable Tray Vertical Inside Bend","[4364449]","","","","","","","",""
"Cable Tray Fittings","","","Cable Tray Vertical Inside Bend","[4364679]","","","","","","","",""
"Cable Tray Fittings","","","Cable Tray Vertical Inside Bend","[4365086]","","","","","","","",""
"Cable Tray Fittings","","","M_Channel Vertical Outside Bend","[3562981]","","","","","","","",""
"Cable Tray Fittings","","","M_Channel Vertical Outside Bend","[3563005]","","","","","","","",""
"Cable Tray Fittings","","","M_Channel Vertical Outside Bend","[3563010]","","","","","","","",""
"Cable Tray Fittings","","","M_Channel Vertical Outside Bend","[3564725]","","","","","","","",""
"Cable Tray Fittings","","","M_Channel Vertical Outside Bend","[3743800]","","","","","","","",""
"Cable Tray Fittings","","","M_Channel Vertical Outside Bend","[3743942]","","","","","","","",""
"Cable Tray Fittings","","","M_Channel Vertical Outside Bend","[3744866]","","","","","","","",""
"Cable Tray Fittings","","","M_Channel Vertical Outside Bend","[3745065]","","","","","","","",""
"Cable Tray Fittings","","","M_Channel Vertical Outside Bend","[3745183]","","","","","","","",""
"Cable Tray Fittings","","","M_Channel Vertical Outside Bend","[3745464]","","","","","","","",""
"Cable Tray Fittings","","","M_Channel Vertical Outside Bend","[3745497]","","","","","","","",""
"Cable Tray Fittings","","","M_Channel Vertical Outside Bend","[3745531]","","","","","","","",""
"Cable Tray Fittings","","","M_Channel Vertical Outside Bend","[3745555]","","","","","","","",""
"Cable Tray Fittings","","","M_Channel Vertical Outside Bend","[3746277]","","","","","","","",""
"Cable Tray Fittings","","","M_Channel Vertical Outside Bend","[3755902]","","","","","","","",""
"Cable Tray Fittings","","","M_Channel Vertical Outside Bend","[3840671]","","","","","","","",""
"Cable Tray Fittings","","","M_Channel Vertical Outside Bend","[3840824]","","","","","","","",""
"Cable Tray Fittings","","","M_Channel Vertical Outside Bend","[3841032]","","","","","","","",""
"Cable Tray Fittings","","","M_Channel Vertical Outside Bend","[3841662]","","","","","","","",""
"Cable Tray Fittings","","","M_Channel Vertical Outside Bend","[3841782]","","","","","","","",""
"Cable Tray Fittings","","","M_Channel Vertical Outside Bend","[3841851]","","","","","","","",""
"Cable Tray Fittings","","","M_Channel Vertical Outside Bend","[3851649]","","","","","","","",""
"Cable Tray Fittings","","","M_Channel Vertical Outside Bend","[4364447]","","","","","","","",""
"Cable Tray Fittings","","","M_Channel Vertical Outside Bend","[4364682]","","","","","","","",""
